Tweet;label;Tweet_Parsed_1;Tweet_Parsed_2;Tweet_Parsed_3;Tweet_Parsed_4
udah canggih, harga ga canggih eh maksudnya mahal banget asli;harga negatif,general positif;udah canggih, harga ga canggih eh maksudnya mahal banget asli;udah canggih, harga ga canggih eh maksudnya mahal banget asli;udah canggih harga ga canggih eh maksudnya mahal banget asli;udah canggih harga tidak canggih eh maksudnya mahal sekali asli
wah aku kaget melihat harganya, rasa ingin menjadi sultan seketika biar bisa beli;harga negatif;wah aku kaget melihat harganya, rasa ingin menjadi sultan seketika biar bisa beli;wah aku kaget melihat harganya, rasa ingin menjadi sultan seketika biar bisa beli;wah aku kaget melihat harganya rasa ingin menjadi sultan seketika biar bisa beli;wah aku kaget melihat harganya rasa ingin menjadi sultan seketika biar bisa beli
mahal banget, letak murah nya dari segi apa sih buat yang bilang harganya murah;harga negatif;mahal banget, letak murah nya dari segi apa sih buat yang bilang harganya murah;mahal banget, letak murah nya dari segi apa sih buat yang bilang harganya murah;mahal banget letak murah nya dari segi apa sih buat yang bilang harganya murah;mahal sekali letak murah nya dari segi apa sih buat yang bilang harganya murah
mana yang bilang harga nya murah, mahal banget woy gabisa liat ya;harga negatif;mana yang bilang harga nya murah, mahal banget woy gabisa liat ya;mana yang bilang harga nya murah, mahal banget woy gabisa liat ya;mana yang bilang harga nya murah mahal banget woy gabisa liat ya;mana yang bilang harga nya murah mahal sekali woy gabisa liat ya
spesifikasinya bagus tapi harga bikin kantong kering terimakasih;spesifikasi positif,harga negatif;spesifikasinya bagus tapi harga bikin kantong kering terimakasih;spesifikasinya bagus tapi harga bikin kantong kering terimakasih;spesifikasinya bagus tapi harga bikin kantong kering terimakasih;spesifikasinya bagus tapi harga membuat kantong kering terimakasih
layarnya lebar banget jadi kalo main game enak;spesifikasi positif;layarnya lebar banget jadi kalo main game enak;layarnya lebar banget jadi kalo main game enak;layarnya lebar banget jadi kalo main game enak;layarnya lebar sekali jadi kalau main game enak
jelas banget sih ini layarnya mulus banget dan jernih banget kalo lagi nonton kaya lagi nonton bioskop;spesifikasi positif;jelas banget sih ini layarnya mulus banget dan jernih banget kalo lagi nonton kaya lagi nonton bioskop;jelas banget sih ini layarnya mulus banget dan jernih banget kalo lagi nonton kaya lagi nonton bioskop;jelas banget sih ini layarnya mulus banget dan jernih banget kalo lagi nonton kaya lagi nonton bioskop;jelas sekali sih ini layarnya mulus sekali dan jernih sekali kalau lagi nonton kaya lagi nonton bioskop
suara jernih banget sih, kalo dengerin lagu kaya bass nya kerasa banget keren;spesifikasi positif;suara jernih banget sih, kalo dengerin lagu kaya bass nya kerasa banget keren;suara jernih banget sih, kalo dengerin lagu kaya bass nya kerasa banget keren;suara jernih banget sih kalo dengerin lagu kaya bass nya kerasa banget keren;suara jernih sekali sih kalau dengerin lagu kaya bass nya kerasa sekali keren
keren banget bisa mode gelap gitu;spesifikasi positif;keren banget bisa mode gelap gitu;keren banget bisa mode gelap gitu;keren banget bisa mode gelap gitu;keren sekali bisa mode gelap begitu
sistem operasinya tidak diragukan lagi, jadi ga lemot kalo main game;spesifikasi positif;sistem operasinya tidak diragukan lagi, jadi ga lemot kalo main game;sistem operasinya tidak diragukan lagi, jadi ga lemot kalo main game;sistem operasinya tidak diragukan lagi jadi ga lemot kalo main game;sistem operasinya tidak diragukan lagi jadi tidak lambat kalau main game
spesifikasi nya lancar sih kalo lagi menjalankan usaha online;spesifikasi positif;spesifikasi nya lancar sih kalo lagi menjalankan usaha online;spesifikasi nya lancar sih kalo lagi menjalankan usaha online;spesifikasi nya lancar sih kalo lagi menjalankan usaha online;spesifikasi nya lancar sih kalau lagi menjalankan usaha online
aku kira spesifikasinya bakal sama terus, ternyata ada aja yang bikin seneng buat punya iphone ini;spesifikasi positif;aku kira spesifikasinya bakal sama terus, ternyata ada aja yang bikin seneng buat punya iphone ini;aku kira spesifikasinya bakal sama terus, ternyata ada aja yang bikin seneng buat punya iphone ini;aku kira spesifikasinya bakal sama terus ternyata ada aja yang bikin seneng buat punya iphone ini;aku kira spesifikasinya bakal sama terus ternyata ada aja yang membuat seneng buat punya iphone ini
gapernah kerasa lemot buka tutup antar aplikasi;spesifikasi positif;gapernah kerasa lemot buka tutup antar aplikasi;gapernah kerasa lemot buka tutup antar aplikasi;gapernah kerasa lemot buka tutup antar aplikasi;gapernah kerasa lambat buka tutup antar aplikasi
gapernah ragu sama spesifikasinya;spesifikasi positif;gapernah ragu sama spesifikasinya;gapernah ragu sama spesifikasinya;gapernah ragu sama spesifikasinya;gapernah ragu sama spesifikasinya
masa udah gabisa pake headset yang colok, harus airpods bluetooth;spesifikasi negatif;masa udah gabisa pake headset yang colok, harus airpods bluetooth;masa udah gabisa pake headset yang colok, harus airpods bluetooth;masa udah gabisa pake headset yang colok harus airpods bluetooth;masa udah gabisa menggunakan headset yang colok harus airpods bluetooth
iphone x series ataupun 11 series udah face id terus, padahal masih suka sidik jari;spesifikasi negatif;iphone x series ataupun 11 series udah face id terus, padahal masih suka sidik jari;iphone x series ataupun 11 series udah face id terus, padahal masih suka sidik jari;iphone x series ataupun 11 series udah face id terus padahal masih suka sidik jari;iphone x series ataupun 11 series udah face id terus padahal masih suka sidik jari
selalu berasa kurang woy pake ram nya, langsung penuh padahal kaya baru dikit install aplikasi nya;spesifikasi negatif;selalu berasa kurang woy pake ram nya, langsung penuh padahal kaya baru dikit install aplikasi nya;selalu berasa kurang woy pake ram nya, langsung penuh padahal kaya baru dikit install aplikasi nya;selalu berasa kurang woy pake ram nya langsung penuh padahal kaya baru dikit install aplikasi nya;selalu berasa kurang woy menggunakan ram nya langsung penuh padahal kaya baru dikit install aplikasi nya
jadi aneh ketika udah gaada tombol tengah nya;spesifikasi negatif;jadi aneh ketika udah gaada tombol tengah nya;jadi aneh ketika udah gaada tombol tengah nya;jadi aneh ketika udah gaada tombol tengah nya;jadi aneh ketika udah tidak tombol tengah nya
kemana woy lubang headset nya;spesifikasi negatif;kemana woy lubang headset nya;kemana woy lubang headset nya;kemana woy lubang headset nya;kemana woy lubang headset nya
gini deh kalo memori cuman internal doang, langsung penuh;spesifikasi negatif;gini deh kalo memori cuman internal doang, langsung penuh;gini deh kalo memori cuman internal doang, langsung penuh;gini deh kalo memori cuman internal doang langsung penuh;seperti deh kalau memori cuman internal doang langsung penuh
harga makin mahal, harusnya mendukung 5g biar nanti kalo indonesia udah masuk 5g kan ga perlu ganti hp terus;spesifikasi negatif,harga negatif;harga makin mahal, harusnya mendukung 5g biar nanti kalo indonesia udah masuk 5g kan ga perlu ganti hp terus;harga makin mahal, harusnya mendukung 5g biar nanti kalo indonesia udah masuk 5g kan ga perlu ganti hp terus;harga makin mahal harusnya mendukung 5g biar nanti kalo indonesia udah masuk 5g kan ga perlu ganti hp terus;harga makin mahal harusnya mendukung 5g biar nanti kalau indonesia udah masuk 5g kan tidak perlu ganti iphone terus
spesifikasi nya biasa aja, belum bikin wah;spesifikasi negatif;spesifikasi nya biasa aja, belum bikin wah;spesifikasi nya biasa aja, belum bikin wah;spesifikasi nya biasa aja belum bikin wah;spesifikasi nya biasa aja belum membuat wah
harusnya fitur makin bertambah, malah ada yang dikurangin dan diganti malah jadi gimana gitu;spesifikasi negatif;harusnya fitur makin bertambah, malah ada yang dikurangin dan diganti malah jadi gimana gitu;harusnya fitur makin bertambah, malah ada yang dikurangin dan diganti malah jadi gimana gitu;harusnya fitur makin bertambah malah ada yang dikurangin dan diganti malah jadi gimana gitu;harusnya fitur makin bertambah malah ada yang dikurangin dan diganti malah jadi gimana begitu
memori RAM nya sih yang bikin maju mundur buat beli, merasa kurang;spesifikasi negatif;memori RAM nya sih yang bikin maju mundur buat beli, merasa kurang;memori ram nya sih yang bikin maju mundur buat beli, merasa kurang;memori ram nya sih yang bikin maju mundur buat beli merasa kurang;memori ram nya sih yang membuat maju mundur buat beli merasa kurang
suka banget ih sama kameranya iphone x bagus banget aku jadi glowing glowing manja gitu;kamera positif;suka banget ih sama kameranya iphone x bagus banget aku jadi glowing glowing manja gitu;suka banget ih sama kameranya iphone x bagus banget aku jadi glowing glowing manja gitu;suka banget ih sama kameranya iphone x bagus banget aku jadi glowing glowing manja gitu;suka sekali ih sama kameranya iphone x bagus sekali aku jadi glowing glowing manja begitu
iphone 11 bagus sih kameranya cocok banget buat gua kalo mau hunting foto;kamera positif;iphone 11 bagus sih kameranya cocok banget buat gua kalo mau hunting foto;iphone 11 bagus sih kameranya cocok banget buat gua kalo mau hunting foto;iphone 11 bagus sih kameranya cocok banget buat gua kalo mau hunting foto;iphone 11 bagus sih kameranya cocok sekali buat aku kalau mau hunting foto
iphone x cuma 2716 mAh tapi harganya sampe 10 juta lebih gak cocok banget sih;baterai negatif,harga negatif;iphone x cuma 2716 mAh tapi harganya sampe 10 juta lebih gak cocok banget sih;iphone x cuma 2716 mah tapi harganya sampe 10 juta lebih gak cocok banget sih;iphone x cuma 2716 mah tapi harganya sampe 10 juta lebih gak cocok banget sih;iphone x cuma 2716 mah tapi harganya sampe 10 juta lebih tidak cocok sekali sih
RAM 3 GB doang nyesel beli iphone x gak bisa dipake buat main CODM;spesifikasi negatif;RAM 3 GB doang nyesel beli iphone x gak bisa dipake buat main CODM;ram 3 gb doang nyesel beli iphone x gak bisa dipake buat main codm;ram 3 gb doang nyesel beli iphone x gak bisa dipake buat main codm;ram 3 gb doang menyesal beli iphone x tidak bisa digunakan buat main codm
kalo gua sih tim iphone lah, bentuknya bagus aestetik, kameranya juga bagus gak kayak sumsang;general positif,kamera positif;kalo gua sih tim iphone lah, bentuknya bagus aestetik, kameranya juga bagus gak kayak sumsang;kalo gua sih tim iphone lah, bentuknya bagus aestetik, kameranya juga bagus gak kayak sumsang;kalo gua sih tim iphone lah bentuknya bagus aestetik kameranya juga bagus gak kayak sumsang;kalau aku sih tim iphone lah bentuknya bagus aestetik kameranya juga bagus tidak kayak sumsang
denger denger sumsang sering meledak, ya iyalah kualitas sumsang mah gak ada apa apanya dibanding iphone x lebih bagus diliat dari segala aspek juga;general positif;denger denger sumsang sering meledak, ya iyalah kualitas sumsang mah gak ada apa apanya dibanding iphone x lebih bagus diliat dari segala aspek juga;denger denger sumsang sering meledak, ya iyalah kualitas sumsang mah gak ada apa apanya dibanding iphone x lebih bagus diliat dari segala aspek juga;denger denger sumsang sering meledak ya iyalah kualitas sumsang mah gak ada apa apanya dibanding iphone x lebih bagus diliat dari segala aspek juga;denger denger sumsang sering meledak ya iyalah kualitas sumsang mah tidak ada apa apanya dibanding iphone x lebih bagus diliat dari segala aspek juga
semenjak pake iphone 11 gaya dikit langsung cekrek, kameranya emang terbaik sih ini;kamera positif;semenjak pake iphone 11 gaya dikit langsung cekrek, kameranya emang terbaik sih ini;semenjak pake iphone 11 gaya dikit langsung cekrek, kameranya emang terbaik sih ini;semenjak pake iphone 11 gaya dikit langsung cekrek kameranya emang terbaik sih ini;semenjak menggunakan iphone 11 gaya dikit langsung cekrek kameranya memang terbaik sih ini
haha iya sih iphone kameranya emang terbaik tapi gak suka sama baterainya yang cepet abis;kamera positif,baterai negatif;haha iya sih iphone kameranya emang terbaik tapi gak suka sama baterainya yang cepet abis;haha iya sih iphone kameranya emang terbaik tapi gak suka sama baterainya yang cepet abis;haha iya sih iphone kameranya emang terbaik tapi gak suka sama baterainya yang cepet abis;haha iya sih iphone kameranya memang terbaik tapi tidak suka sama baterainya yang cepat abis
gila sih gak nyangka banget aku dibeliin iphone 11 sama bebeb warnanya ungu gitu lagi kan lucu suka deh;general positif;gila sih gak nyangka banget aku dibeliin iphone 11 sama bebeb warnanya ungu gitu lagi kan lucu suka deh;gila sih gak nyangka banget aku dibeliin iphone 11 sama bebeb warnanya ungu gitu lagi kan lucu suka deh;gila sih gak nyangka banget aku dibeliin iphone 11 sama bebeb warnanya ungu gitu lagi kan lucu suka deh;sekali sih tidak nyangka sekali aku dibeliin iphone 11 sama bebeb warnanya ungu begitu lagi kan bagus suka deh
kalo diliat dari spesifikasinya yang bagus gini mah harganya masih normal sih, terbaik lah iphone 11;spesifikasi positif,harga positif;kalo diliat dari spesifikasinya yang bagus gini mah harganya masih normal sih, terbaik lah iphone 11;kalo diliat dari spesifikasinya yang bagus gini mah harganya masih normal sih, terbaik lah iphone 11;kalo diliat dari spesifikasinya yang bagus gini mah harganya masih normal sih terbaik lah iphone 11;kalau diliat dari spesifikasinya yang bagus seperti mah harganya masih normal sih terbaik lah iphone 11
dulu sebelum pake iphone gak pernah masuk fyp di tiktok, sekarang pake iphone langsung fyp emang kameranya bagus bisa memunculkan kecantikan sejati aku;kamera positif;dulu sebelum pake iphone gak pernah masuk fyp di tiktok, sekarang pake iphone langsung fyp emang kameranya bagus bisa memunculkan kecantikan sejati aku;dulu sebelum pake iphone gak pernah masuk fyp di tiktok, sekarang pake iphone langsung fyp emang kameranya bagus bisa memunculkan kecantikan sejati aku;dulu sebelum pake iphone gak pernah masuk fyp di tiktok sekarang pake iphone langsung fyp emang kameranya bagus bisa memunculkan kecantikan sejati aku;dulu sebelum menggunakan iphone tidak pernah masuk fyp di tiktok sekarang menggunakan iphone langsung fyp memang kameranya bagus bisa memunculkan kecantikan sejati aku
kurang suka sama iphone soalnya harganya mahal walaupun spesifikasinya bagus;harga negatif,spesifikasi positif;kurang suka sama iphone soalnya harganya mahal walaupun spesifikasinya bagus;kurang suka sama iphone soalnya harganya mahal walaupun spesifikasinya bagus;kurang suka sama iphone soalnya harganya mahal walaupun spesifikasinya bagus;kurang suka sama iphone soalnya harganya mahal walaupun spesifikasinya bagus
