Tweet;label;Tweet_Parsed_1;Tweet_Parsed_2;Tweet_Parsed_3;Tweet_Parsed_4;Tweet_Parsed_5
kenapa charger dan earphonenya ga include sih, percuma aja spesifikasi mantep, tapi part yg cukup pentingnya ga ada;general negatif;kenapa charger dan earphonenya ga include sih, percuma aja spesifikasi mantep, tapi part yg cukup pentingnya ga ada;kenapa charger dan earphonenya ga include sih, percuma aja spesifikasi mantep, tapi part yg cukup pentingnya ga ada;kenapa charger dan earphonenya ga include sih percuma aja spesifikasi mantep tapi part yg cukup pentingnya ga ada;kenapa charger dan earphonenya tidak include  percuma  spesifikasi mantep tapi part  cukup pentingnya tidak ada;kenapa charger dan earphonenya tidak include  percuma  spesifikasi mantep tapi part  cukup penting tidak ada
ga pernah tertarik buat beli iphone deh sampai sekarang;general negatif;ga pernah tertarik buat beli iphone deh sampai sekarang;ga pernah tertarik buat beli iphone deh sampai sekarang;ga pernah tertarik buat beli iphone deh sampai sekarang;tidak pernah tertarik buat beli  deh sampai sekarang;tidak pernah tarik buat beli  deh sampai sekarang
ip11 biasa aja sih menurut gue, kenapa pada bilang waw banget ya;general negatif;ip11 biasa aja sih menurut gue, kenapa pada bilang waw banget ya;ip11 biasa aja sih menurut gue, kenapa pada bilang waw banget ya;ip11 biasa aja sih menurut gue kenapa pada bilang waw banget ya;ip biasa   menurut gue kenapa pada bilang waw sekali ;ip biasa   turut gue kenapa pada bilang waw sekali 
belum minat buat beli nih iphone 11, masih jelek menurut gue;general negatif;belum minat buat beli nih iphone 11, masih jelek menurut gue;belum minat buat beli nih iphone 11, masih jelek menurut gue;belum minat buat beli nih iphone 11 masih jelek menurut gue;belum minat buat beli   masih jelek menurut gue;belum minat buat beli   masih jelek turut gue
harganya affordabe banget buat experience yg luar biasa;harga positif;harganya affordabe banget buat experience yg luar biasa;harganya affordabe banget buat experience yg luar biasa;harganya affordabe banget buat experience yg luar biasa;harganya affordabe sekali buat experience  luar biasa;harga affordabe sekali buat experience  luar biasa
harganya okelah ya buat spesifikasi kaya gini;harga positif;harganya okelah ya buat spesifikasi kaya gini;harganya okelah ya buat spesifikasi kaya gini;harganya okelah ya buat spesifikasi kaya gini;harganya okelah  buat spesifikasi kaya gini;harga oke  buat spesifikasi kaya gin
terjangkau sih menurut gue harganya iphone 11 ini, sesuai sama spec;harga positif;terjangkau sih menurut gue harganya iphone 11 ini, sesuai sama spec;terjangkau sih menurut gue harganya iphone 11 ini, sesuai sama spec;terjangkau sih menurut gue harganya iphone 11 ini sesuai sama spec;terjangkau  menurut gue harganya  ini sesuai sama spesifikasi;jangkau  turut gue harga  ini sesuai sama spesifikasi
ada harga ada rupa ya coi, bagus sih ini produknya worth it buat harga segitu;harga positif;ada harga ada rupa ya coi, bagus sih ini produknya worth it buat harga segitu;ada harga ada rupa ya coi, bagus sih ini produknya worth it buat harga segitu;ada harga ada rupa ya coi bagus sih ini produknya worth it buat harga segitu;ada harga ada rupa  coi bagus  ini produknya sebanding it buat harga segitu;ada harga ada rupa  coi bagus  ini produk banding it buat harga segitu
harga ip11 sesuai lah ya dengan kemampuan yang handphone ini bisa tunjukkan;harga positif;harga ip11 sesuai lah ya dengan kemampuan yang handphone ini bisa tunjukkan;harga ip11 sesuai lah ya dengan kemampuan yang handphone ini bisa tunjukkan;harga ip11 sesuai lah ya dengan kemampuan yang handphone ini bisa tunjukkan;harga ip sesuai lah  dengan kemampuan  handphone ini bisa tunjukkan;harga ip sesuai lah  dengan mampu  handphone ini bisa tunjuk
harganya ga mahal kok utnuk kualitas sebagus ini, kalo ada yg bilang mahal emang lu aja yg ga mampu beli;harga positif;harganya ga mahal kok utnuk kualitas sebagus ini, kalo ada yg bilang mahal emang lu aja yg ga mampu beli;harganya ga mahal kok utnuk kualitas sebagus ini, kalo ada yg bilang mahal emang lu aja yg ga mampu beli;harganya ga mahal kok utnuk kualitas sebagus ini kalo ada yg bilang mahal emang lu aja yg ga mampu beli;harganya tidak mahal kok utnuk kualitas sebagus ini kalau ada  bilang mahal memang kamu   tidak mampu beli;harga tidak mahal kok utnuk kualitas bagus ini kalau ada  bilang mahal memang kamu   tidak mampu beli
wah harganya cuma segitu? buat kualitas seperti ini? super worth it;harga positif;wah harganya cuma segitu? buat kualitas seperti ini? super worth it;wah harganya cuma segitu? buat kualitas seperti ini? super worth it;wah harganya cuma segitu buat kualitas seperti ini super worth it;wah harganya cuma segitu buat kualitas seperti ini super sebanding it;wah harga cuma segitu buat kualitas seperti ini super banding it
ini hitungannya harganya masih murah sih untuk produk sebagus ini;harga positif;ini hitungannya harganya masih murah sih untuk produk sebagus ini;ini hitungannya harganya masih murah sih untuk produk sebagus ini;ini hitungannya harganya masih murah sih untuk produk sebagus ini;ini hitungannya harganya masih murah  untuk produk sebagus ini;ini hitung harga masih murah  untuk produk bagus ini
iphone11, harganya sesuai kok sama spesifikasi dan produknya;harga positif;iphone11, harganya sesuai kok sama spesifikasi dan produknya;iphone11, harganya sesuai kok sama spesifikasi dan produknya;iphone11 harganya sesuai kok sama spesifikasi dan produknya; harganya sesuai kok sama spesifikasi dan produknya; harga sesuai kok sama spesifikasi dan produk
harganya sesuai sama apa yang bakalan kita dapat, ga nyesel gais;harga positif;harganya sesuai sama apa yang bakalan kita dapat, ga nyesel gais;harganya sesuai sama apa yang bakalan kita dapat, ga nyesel gais;harganya sesuai sama apa yang bakalan kita dapat ga nyesel gais;harganya sesuai sama apa  bakalan kita dapat tidak nyesel gais;harga sesuai sama apa  bakal kita dapat tidak nyesel gais
Mahal banget sih ini ip11 buat produk kaya begini doang, masih banyak yg lebih murah;harga negatif;Mahal banget sih ini ip11 buat produk kaya begini doang, masih banyak yg lebih murah;mahal banget sih ini ip11 buat produk kaya begini doang, masih banyak yg lebih murah;mahal banget sih ini ip11 buat produk kaya begini doang masih banyak yg lebih murah;mahal sekali  ini ip buat produk kaya begini  masih banyak  lebih murah;mahal sekali  ini ip buat produk kaya begini  masih banyak  lebih murah
ga worth it banget harganya;harga negatif;ga worth it banget harganya;ga worth it banget harganya;ga worth it banget harganya;tidak sebanding it sekali harganya;tidak banding it sekali harga
buat apasih beli iphone mahal mahal, masih banyak produk yg lain yg lebih murah tapi tetap bagus;harga negatif;buat apasih beli iphone mahal mahal, masih banyak produk yg lain yg lebih murah tapi tetap bagus;buat apasih beli iphone mahal mahal, masih banyak produk yg lain yg lebih murah tapi tetap bagus;buat apasih beli iphone mahal mahal masih banyak produk yg lain yg lebih murah tapi tetap bagus;buat apasih beli  mahal mahal masih banyak produk  lain  lebih murah tapi tetap bagus;buat apasih beli  mahal mahal masih banyak produk  lain  lebih murah tapi tetap bagus
ini sih terlalu mahal buat handphone doang;harga negatif;ini sih terlalu mahal buat handphone doang;ini sih terlalu mahal buat handphone doang;ini sih terlalu mahal buat handphone doang;ini  terlalu mahal buat handphone ;ini  terlalu mahal buat handphone 
ga minat buat beli nih ip11 apalagi harganya selangit;harga negatif;ga minat buat beli nih ip11 apalagi harganya selangit;ga minat buat beli nih ip11 apalagi harganya selangit;ga minat buat beli nih ip11 apalagi harganya selangit;tidak minat buat beli  ip apalagi harganya selangit;tidak minat buat beli  ip apalagi harga langit
kenapa sih harga produk apple tuh mahal mahal banget;harga negatif;kenapa sih harga produk apple tuh mahal mahal banget;kenapa sih harga produk apple tuh mahal mahal banget;kenapa sih harga produk apple tuh mahal mahal banget;kenapa  harga produk  tuh mahal mahal sekali;kenapa  harga produk  tuh mahal mahal sekali
harganya ga affordable, sorry apple;harga negatif;harganya ga affordable, sorry apple;harganya ga affordable, sorry apple;harganya ga affordable sorry apple;harganya tidak affordable sorry ;harga tidak affordable sorry 
apa harganya gabisa lebih murah ya, sebagus apasih sampai harganya segitu banget;harga negatif;apa harganya gabisa lebih murah ya, sebagus apasih sampai harganya segitu banget;apa harganya gabisa lebih murah ya, sebagus apasih sampai harganya segitu banget;apa harganya gabisa lebih murah ya sebagus apasih sampai harganya segitu banget;apa harganya gabisa lebih murah  sebagus apasih sampai harganya segitu sekali;apa harga gabisa lebih murah  bagus apasih sampai harga segitu sekali
terlalu mahal ini harganya, ga bisa lebih murah apa iphone11;harga negatif;terlalu mahal ini harganya, ga bisa lebih murah apa iphone11;terlalu mahal ini harganya, ga bisa lebih murah apa iphone11;terlalu mahal ini harganya ga bisa lebih murah apa iphone11;terlalu mahal ini harganya tidak bisa lebih murah apa  ;terlalu mahal ini harga tidak bisa lebih murah apa  
mending beli produk lain yang harganya lebih terjangkau tapi kualitasnya ga kalah jauh;harga negatif;mending beli produk lain yang harganya lebih terjangkau tapi kualitasnya ga kalah jauh;mending beli produk lain yang harganya lebih terjangkau tapi kualitasnya ga kalah jauh;mending beli produk lain yang harganya lebih terjangkau tapi kualitasnya ga kalah jauh;lebih baik beli produk lain  harganya lebih terjangkau tapi kualitasnya tidak kalah jauh;lebih baik beli produk lain  harga lebih jangkau tapi kualitas tidak kalah jauh
keren juga nih ip11 pake ios terbaru;spesifikasi positif;keren juga nih ip11 pake ios terbaru;keren juga nih ip11 pake ios terbaru;keren juga nih ip11 pake ios terbaru;keren juga  ip menggunakan ios terbaru;keren juga  ip guna ios baru
spesifikasinya asik nyaman buat dipake ngegame;spesifikasi positif;spesifikasinya asik nyaman buat dipake ngegame;spesifikasinya asik nyaman buat dipake ngegame;spesifikasinya asik nyaman buat dipake ngegame;spesifikasinya asik nyaman buat digunakan ngegame;spesifikasi asik nyaman buat guna ngegame
chipset yang ada di ip11 ini bikin performanya jauh lebih enteng dibanding iphone sebelum-sebelumnya;spesifikasi positif;chipset yang ada di ip11 ini bikin performanya jauh lebih enteng dibanding iphone sebelum-sebelumnya;chipset yang ada di ip11 ini bikin performanya jauh lebih enteng dibanding iphone sebelum-sebelumnya;chipset yang ada di ip11 ini bikin performanya jauh lebih enteng dibanding iphone sebelum sebelumnya;chipset  ada di ip ini membuat performanya jauh lebih enteng dibanding  sebelum sebelumnya;chipset  ada di ip ini buat performa jauh lebih enteng banding  belum belum
apple processor is better than any android out there;spesifikasi positif;apple processor is better than any android out there;apple processor is better than any android out there;apple processor is better than any android out there; processor is lebih baik than any android out there; processor is lebih baik than any android out there
wahh mantap nih spesifikasinya iphone 11;spesifikasi positif;wahh mantap nih spesifikasinya iphone 11;wahh mantap nih spesifikasinya iphone 11;wahh mantap nih spesifikasinya iphone 11;wahh mantap  spesifikasinya  ;wahh mantap  spesifikasi  
ga heran sih nih iphone11 mantap, toh iosnya make yang terbaru;spesifikasi positif;ga heran sih nih iphone11 mantap, toh iosnya make yang terbaru;ga heran sih nih iphone11 mantap, toh iosnya make yang terbaru;ga heran sih nih iphone11 mantap toh iosnya make yang terbaru;tidak heran    mantap toh iosnya make  terbaru;tidak heran    mantap toh iosnya make  baru
spesifikasi iphone11 mantap banget bisa dipake buat nyelam dengan aman;spesifikasi positif;spesifikasi iphone11 mantap banget bisa dipake buat nyelam dengan aman;spesifikasi iphone11 mantap banget bisa dipake buat nyelam dengan aman;spesifikasi iphone11 mantap banget bisa dipake buat nyelam dengan aman;spesifikasi  mantap sekali bisa digunakan buat nyelam dengan aman;spesifikasi  mantap sekali bisa guna buat nyelam dengan aman
suka banget sama spesifikasinya ga nyesel beli;spesifikasi positif;suka banget sama spesifikasinya ga nyesel beli;suka banget sama spesifikasinya ga nyesel beli;suka banget sama spesifikasinya ga nyesel beli;suka sekali sama spesifikasinya tidak nyesel beli;suka sekali sama spesifikasi tidak nyesel beli
performanya jadi makin mantap dengan penggunaan ios terbaru didalam produk ip11 ini;spesifikasi positif;performanya jadi makin mantap dengan penggunaan ios terbaru didalam produk ip11 ini;performanya jadi makin mantap dengan penggunaan ios terbaru didalam produk ip11 ini;performanya jadi makin mantap dengan penggunaan ios terbaru didalam produk ip11 ini;performanya jadi makin mantap dengan penggunaan ios terbaru didalam produk ip ini;performa jadi makin mantap dengan guna ios baru dalam produk ip ini
belum ada yang bisa nandingin processor yang dipunya apple;spesifikasi positif;belum ada yang bisa nandingin processor yang dipunya apple;belum ada yang bisa nandingin processor yang dipunya apple;belum ada yang bisa nandingin processor yang dipunya apple;belum ada  bisa nandingin processor  dipunya ;belum ada  bisa nandingin processor  punya 
pilihan ram nya dikit banget, harusnya bisa lebih bervariasi;spesifikasi negatif;pilihan ram nya dikit banget, harusnya bisa lebih bervariasi;pilihan ram nya dikit banget, harusnya bisa lebih bervariasi;pilihan ram nya dikit banget harusnya bisa lebih bervariasi;pilihan ram  dikit sekali harusnya bisa lebih bervariasi;pilih ram  dikit sekali harus bisa lebih variasi
kenapa ram nya cuma 4gb pengen yang lebih;spesifikasi negatif;kenapa ram nya cuma 4gb pengen yang lebih;kenapa ram nya cuma 4gb pengen yang lebih;kenapa ram nya cuma 4gb pengen yang lebih;kenapa ram  cuma gb pengen  lebih;kenapa ram  cuma gb ken  lebih
spesifikasinya masih kurang sih kalo menurut gue apalagi harganya juga mahal;spesifikasi negatif;spesifikasinya masih kurang sih kalo menurut gue apalagi harganya juga mahal;spesifikasinya masih kurang sih kalo menurut gue apalagi harganya juga mahal;spesifikasinya masih kurang sih kalo menurut gue apalagi harganya juga mahal;spesifikasinya masih kurang  kalau menurut gue apalagi harganya juga mahal;spesifikasi masih kurang  kalau turut gue apalagi harga juga mahal
masa ga ada fitur NFC nya sih percuma aja harga mahal tapi ga punya fitur yang lagi tren;spesifikasi negatif;masa ga ada fitur NFC nya sih percuma aja harga mahal tapi ga punya fitur yang lagi tren;masa ga ada fitur nfc nya sih percuma aja harga mahal tapi ga punya fitur yang lagi tren;masa ga ada fitur nfc nya sih percuma aja harga mahal tapi ga punya fitur yang lagi tren;masa tidak ada fitur nfc   percuma  harga mahal tapi tidak punya fitur  lagi tren;masa tidak ada fitur nfc   percuma  harga mahal tapi tidak punya fitur  lagi tren
belum support 5g masih jelek;spesifikasi negatif;belum support 5g masih jelek;belum support 5g masih jelek;belum support 5g masih jelek;belum mendukung g masih jelek;belum dukung g masih jelek
